,Risk Factors,Score
1027,cervical squamous cell carcinoma,0.08239957690238953
1028,venous thromboembolism,0.0823722779750824
1029,BMI-adjusted waist circumference,0.08233919739723206
1030,Rare hemorrhagic disorder due to a constitutional thrombocytopenia,0.08219799399375916
1031,Autosomal recessive limb-girdle muscular dystrophy type 2J,0.08207964897155762
1032,Rare genetic adrenal disease,0.0819244384765625
1033,LEOPARD syndrome,0.08159729838371277
1034,Vitiligo,0.0815359354019165
1035,Varicose veins,0.08147439360618591
1036,Acute intermittent porphyria,0.08132278919219971
1037,Hereditary episodic ataxia,0.08111003041267395
1038,Pachygyria - intellectual disability - epilepsy,0.0810680091381073
1039,Aminoacylase 1 deficiency,0.08095505833625793
1040,abnormality of the immune system,0.08076182007789612
1041,Autosomal recessive distal myopathy,0.08074045181274414
1042,Aicardi-Goutières syndrome,0.08072495460510254
1043,femoral neck fracture,0.08067548274993896
1044,undifferentiated pleomorphic sarcoma,0.08049601316452026
1045,Genetic renal tubular disease,0.0804387629032135
1046,adrenal cortex neoplasm,0.08030501008033752
1047,Abnormality of urine homeostasis,0.08021929860115051
1048,Genetic gynecological tumor,0.08012986183166504
1049,partial epilepsy,0.08011069893836975
1050,Hyperalphalipoproteinemia,0.08002898097038269
1051,histiocytoma,0.07993969321250916
1052,Beta-thalassemia - X-linked thrombocytopenia,0.07985669374465942
1053,partial lipodystrophy,0.07980871200561523
1054,epidermal appendage tumor,0.07972151041030884
1055,hair color,0.07959070801734924
1056,lymphocyte percentage of leukocytes,0.07954958081245422
1057,renal tubular transport disease,0.07952770590782166
1058,Adult neuronal ceroid lipofuscinosis,0.07948359847068787
1059,abnormal glucose tolerance,0.0792938768863678
1060,Short-limb skeletal dysplasia with severe combined immunodeficiency,0.07921907305717468
1061,factor VII activating protease measurement,0.07913926243782043
1062,neoplasm of testis,0.07911571860313416
1063,aging,0.07911336421966553
1064,Hyponatremia,0.07910475134849548
1065,adrenal gland neoplasm,0.0790264904499054
1066,Keloid,0.07902079820632935
1067,Genetic immune deficiency with skin involvement,0.07901176810264587
1068,Familial lipoprotein lipase deficiency,0.07863423228263855
1069,MELAS,0.0786171555519104
1070,Infantile epilepsy syndrome,0.07859057188034058
1071,sphingolipid measurement,0.078514963388443
1072,P2Y12 defect,0.0784018337726593
1073,Congenital brain dysgenesis due to glutamine synthetase deficiency,0.07832738757133484
1074,"46,XY partial gonadal dysgenesis",0.07808062434196472
1075,drug-Induced dyskinesia,0.07804593443870544
1076,Crigler-Najjar syndrome,0.0780368447303772
1077,Kostmann syndrome,0.07791543006896973
1078,heart septal defect,0.07783249020576477
1079,autoimmune thyroid disease,0.07776665687561035
1080,Proteinuria,0.07775673270225525
1081,retinal vascular disease,0.0776112973690033
1082,Abnormality of the liver,0.07757186889648438
1083,Non-acquired isolated growth hormone deficiency,0.07756286859512329
1084,Hereditary sensory and autonomic neuropathy type 5,0.07746082544326782
1085,Immunodeficiency predominantly affecting antibody production,0.07737371325492859
1086,Complete androgen insensitivity syndrome,0.07717251777648926
1087,gestational diabetes,0.07717117667198181
1088,X-linked intellectual disability - epilepsy,0.07707953453063965
1089,Progressive supranuclear palsy,0.07698449492454529
1090,focal segmental glomerulosclerosis,0.07694515585899353
1091,schizoaffective disorder,0.07694244384765625
1092,eosinophilic gastrointestinal disease,0.0769403874874115
1093,bile duct adenocarcinoma,0.07684436440467834
1094,T-cell and NK-cell neoplasm,0.07680568099021912
1095,Autosomal recessive intermediate Charcot-Marie-Tooth disease,0.07672891020774841
1096,mucinous neoplasm,0.07659474015235901
1097,alcohol consumption measurement,0.07616740465164185
1098,Loeys-Dietz syndrome,0.07610109448432922
1099,thrombocytosis disease,0.07608482241630554
1100,inherited hemoglobinopathy,0.07602846622467041
1101,chronic rhinosinusitis with nasal polyps,0.07595384120941162
1102,brain neoplasm,0.07592377066612244
1103,gastroenteritis,0.07565638422966003
1104,Crigler-Najjar syndrome type 2,0.07559734582901001
1105,Autosomal recessive limb-girdle muscular dystrophy type 2Q,0.07550504803657532
1106,Lysosomal glycogen storage disease,0.07533463835716248
1107,Merkel cell skin cancer,0.07533338665962219
1108,inflammatory breast carcinoma,0.07532596588134766
1109,male infertility,0.07502177357673645
1110,Immunoglobulin-mediated membranoproliferative glomerulonephritis,0.07489719986915588
1111,stress-related disorder,0.0748281180858612
1112,high density lipoprotein cholesterol measurement,0.0746411383152008
1113,Charcot-Marie-Tooth disease type 4B1,0.07463085651397705
1114,Conjunctival Disorder,0.07462090253829956
1115,Male infertility with teratozoospermia due to single gene mutation,0.07457798719406128
1116,Neuronal ceroid lipofuscinosis,0.0743531882762909
1117,obsessive-compulsive disorder,0.07405844330787659
1118,multiple system atrophy,0.0740235447883606
1119,sum of eosinophil and basophil counts,0.0739966630935669
1120,Fatal multiple mitochondrial dysfunction syndrome type 1,0.07384514808654785
1121,Arthrogryposis syndrome,0.0737263560295105
1122,abdominal pain,0.07370984554290771
1123,Prader-Willi syndrome,0.07355913519859314
1124,intermediate coronary syndrome,0.07351404428482056
1125,Sickle cell disease and related diseases,0.07331818342208862
1126,sick sinus syndrome,0.07318729162216187
1127,abnormality of the gastrointestinal tract,0.0731450617313385
1128,Osteopetrosis with renal tubular acidosis,0.07306095957756042
1129,breast neoplasm,0.07294720411300659
1130,contracture,0.07287240028381348
1131,esophageal cancer,0.07285451889038086
1132,overactive bladder,0.07279565930366516
1133,Congenital dyserythropoietic anemia type IV,0.072794109582901
1134,Alpha-N-acetylgalactosaminidase deficiency type 1,0.07266238331794739
1135,"inherited bleeding disorder, platelet-type",0.07265374064445496
1136,hip bone mineral density,0.07254549860954285
1137,platelet measurement,0.0724126398563385
1138,gambling behaviour,0.07218697667121887
1139,Malignant Mesothelioma,0.07209381461143494
1140,body weight gain,0.07207706570625305
1141,glandular cell neoplasm,0.07200923562049866
1142,Crigler-Najjar syndrome type 1,0.07189792394638062
1143,sum of basophil and neutrophil counts,0.07179084420204163
1144,Behr syndrome,0.07171106338500977
1145,Dupuytren Contracture,0.07168197631835938
1146,Hyaline body myopathy,0.07161107659339905
1147,esophageal squamous cell carcinoma,0.07157912850379944
1148,Alpha-N-acetylgalactosaminidase deficiency type 3,0.0715039074420929
1149,pulse pressure measurement,0.071417897939682
1150,Blue diaper syndrome,0.07141360640525818
1151,pure red-cell aplasia,0.07136699557304382
1152,Autosomal dominant childhood-onset proximal spinal muscular atrophy without contractures,0.07122945785522461
1153,hypotrichosis 4,0.07122325897216797
1154,Disorder of iron metabolism and transport,0.07120341062545776
1155,Dubin-Johnson syndrome,0.07112252712249756
1156,"Heart-hand syndrome, Slovenian type",0.07107934355735779
1157,dermatitis,0.07105967402458191
1158,Encephalopathy,0.07103469967842102
1159,Idiopathic pulmonary arterial hypertension,0.07102105021476746
1160,urinary albumin to creatinine ratio,0.07094398140907288
1161,childhood T acute lymphoblastic leukemia,0.07090502977371216
1162,coagulation protein disease,0.0708484947681427
1163,pterygium,0.0707445740699768
1164,Thymoma,0.07053270936012268
1165,primary cutaneous T-cell lymphoma,0.07008561491966248
1166,hyperimmunoglobulin syndrome,0.06996873021125793
1167,systemic juvenile idiopathic arthritis,0.06994625926017761
1168,laminopathy,0.06993889808654785
1169,non-syndromic intellectual disability,0.06972965598106384
1170,low density lipoprotein cholesterol measurement,0.06945943832397461
1171,Lipoyl transferase 1 deficiency,0.0694320797920227
1172,cardiac arrest,0.06932297348976135
1173,Osteopetrosis,0.06926581263542175
1174,melanocytic nevus,0.06923684477806091
1175,placenta disease,0.06918805837631226
1176,bone disease,0.0690889060497284
1177,Coronary Vasospasm,0.0690879225730896
1178,autoimmune thrombocytopenia,0.06905654072761536
1179,Isolated congenital hypogonadotropic hypogonadism,0.06902462244033813
1180,precursor B-cell acute lymphoblastic leukemia,0.06895193457603455
1181,Encephalopathy due to beta-mercaptolactate-cysteine disulfiduria,0.06872138381004333
1182,inherited aplastic anemia,0.06866151094436646
1183,colorectal neoplasm,0.06858775019645691
1184,insulin resistance,0.06851795315742493
1185,primary myelofibrosis,0.06851339340209961
1186,Hereditary pheochromocytoma-paraganglioma,0.06846544146537781
1187,Isolated growth hormone deficiency type IA,0.06841027736663818
1188,Autosomal dominant non-syndromic sensorineural deafness type DFNA,0.0683009922504425
1189,primitive neuroectodermal tumor,0.06824368238449097
1190,Autosomal recessive limb-girdle muscular dystrophy due to desmin deficiency,0.06821268796920776
1191,Isolated focal cortical dysplasia,0.06813803315162659
1192,marfan syndrome/loeys-dietz syndrome/familial thoracic aortic aneurysms and dissections,0.06803077459335327
1193,urolithiasis,0.06799042224884033
1194,bile duct disease,0.06795907020568848
1195,Autosomal dominant optic atrophy plus syndrome,0.06795266270637512
1196,Congenital bile acid synthesis defect,0.06790244579315186
1197,Abnormality of the respiratory system,0.06782683730125427
1198,eosinophil percentage of leukocytes,0.06777375936508179
1199,Hepatic fibrosis,0.06773772835731506
1200,thrombocytopenic purpura,0.06754758954048157
1201,Dyspnea,0.06748777627944946
1202,autoinflammatory syndrome,0.0674625039100647
1203,response to statin,0.06740692257881165
1204,burn,0.067385733127594
1205,susceptibility to cold sores measurement,0.06735628843307495
1206,hyperinsulinemic hypoglycaemia,0.06703299283981323
1207,calcium metabolic disease,0.06688404083251953
1208,benign epithelial neoplasm,0.06687968969345093
1209,Raynaud disease,0.06687501072883606
1210,Congenital muscular dystrophy with intellectual disability,0.06686925888061523
1211,Progressive myoclonic epilepsy type 6,0.06681713461875916
1212,genetic disorder,0.0668160617351532
1213,Rare hyperlipidemia,0.06676971912384033
1214,Glutathione synthetase deficiency,0.06668612360954285
1215,congenital left-sided heart lesions,0.06666260957717896
1216,Myocardial fibrosis,0.06649771332740784
1217,blood metabolite measurement,0.06627446413040161
1218,Alpha-thalassemia,0.06589320302009583
1219,Chemotherapy-induced nausea and vomiting,0.06575235724449158
1220,vein disease,0.06575044989585876
1221,deficiency anemia,0.06570327281951904
1222,Peeling skin syndrome type B,0.06564635038375854
1223,Fatal infantile cytochrome C oxidase deficiency,0.06556272506713867
1224,Non-dystrophic myopathy,0.06555193662643433
1225,intraepithelial neoplasia,0.06552779674530029
1226,oppositional defiant disorder,0.06526550650596619
1227,metabolic epilepsy,0.06504565477371216
1228,lower extremity fracture,0.06490692496299744
1229,oral mucositis,0.0647960901260376
1230,Quebec platelet disorder,0.06467276811599731
1231,isolated constitutional thrombocytopenia,0.06457221508026123
1232,chronic hepatitis C virus infection,0.0645553469657898
1233,Primary interstitial lung disease specific to childhood due to pulmonary surfactant protein anomalies,0.06451594829559326
1234,Neonatal acute respiratory distress with surfactant metabolism deficiency,0.0643320083618164
1235,Familial afibrinogenemia,0.06407773494720459
1236,Complement component 3 deficiency,0.06385597586631775
1237,Mycobacterium infection,0.06368815898895264
1238,glucose measurement,0.06358897686004639
1239,hemorrhage,0.06350171566009521
1240,breast ductal adenocarcinoma,0.06347861886024475
1241,Red cell distribution width,0.06339311599731445
1242,anthropometric measurement,0.0633087158203125
1243,Malignant Urinary System Neoplasm,0.06329062581062317
1244,Autosomal recessive systemic lupus erythematosus,0.06322678923606873
1245,dental caries,0.06318533420562744
1246,endometrium adenocarcinoma,0.06314417719841003
1247,Abnormality of muscle physiology,0.06308960914611816
1248,Breast Carcinoma by Gene Expression Profile,0.06303974986076355
1249,cervical incompetence,0.06271287798881531
1250,Juvenile Myelomonocytic Leukemia,0.06266084313392639
1251,Helminthiasis,0.06263390183448792
1252,erythrocyte count,0.06262975931167603
1253,fungal infectious disease,0.06254497170448303
1254,suicidal ideation,0.062482237815856934
1255,inherited susceptibility to asthma,0.06243589520454407
1256,Short stature due to GHSR deficiency,0.062410175800323486
1257,Neurological conditions associated with aminoacylase 1 deficiency,0.06233948469161987
1258,rare hemorrhagic disorder due to a qualitative platelet defect,0.06231924891471863
1259,Renal-hepatic-pancreatic dysplasia,0.06227651238441467
1260,Leukoencephalopathy - metaphyseal chondrodysplasia,0.06224071979522705
1261,Hallermann-Streiff syndrome,0.062237292528152466
1262,"Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency",0.06218042969703674
1263,Syndromic craniosynostosis,0.06211555004119873
1264,Genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,0.062085747718811035
1265,Constitutional symptom,0.06196370720863342
1266,eating disorder,0.06194421648979187
1267,Renal cysts and diabetes syndrome,0.061939090490341187
1268,hyperhidrosis,0.061921000480651855
1269,Headache,0.061895281076431274
1270,Hypobetalipoproteinemia,0.06187120079994202
1271,Hemoglobinopathy Toms River,0.061862677335739136
1272,Familial dysfibrinogenemia,0.061758577823638916
1273,post operative nausea and vomiting,0.0616513192653656
1274,Hereditary breast and ovarian cancer syndrome,0.061601459980010986
1275,ankylosing spondylitis,0.06146314740180969
1276,Autosomal recessive hereditary sensory and autonomic neuropathy,0.06119564175605774
1277,Ventricular extrasystoles with syncopal episodes - perodactyly - Robin sequence,0.06112152338027954
1278,Heat Stroke,0.061118125915527344
1279,Hair-pulling,0.06109371781349182
1280,Focal palmoplantar keratoderma,0.06105843186378479
1281,bladder transitional cell carcinoma,0.06104817986488342
1282,Perinatal lethal hypophosphatasia,0.06087827682495117
1283,drinking behavior,0.06086170673370361
1284,Immunodeficiency syndrome with autoimmunity,0.060831427574157715
1285,Familial intrahepatic cholestasis,0.060826390981674194
1286,Rare genetic coagulation disorder,0.06051450967788696
1287,cerebrovascular disorder,0.060406655073165894
1288,islet cell tumor,0.0603460967540741
1289,stricture,0.06031903624534607
1290,eosinophil percentage of granulocytes,0.06028646230697632
1291,Woolly hair,0.06020250916481018
1292,emphysema imaging measurement,0.06006091833114624
1293,Intellectual disability,0.05993157625198364
1294,growth abnormality,0.05993136763572693
1295,Porphyria,0.05992281436920166
1296,newborn respiratory distress syndrome,0.059788256883621216
1297,Primary hypertrophic osteoarthropathy,0.05973881483078003
1298,endocrine pancreas disease,0.05969318747520447
1299,heart rate,0.05968153476715088
1300,Autosomal dominant distal renal tubular acidosis,0.05965423583984375
1301,upper extremity fracture,0.059534311294555664
1302,total cholesterol measurement,0.05952584743499756
1303,"Ehlers-Danlos syndrome, arthrochalasic type",0.05948445200920105
1304,capillary hemangioma,0.05945250391960144
1305,Bartter syndrome with hypocalcemia,0.05938589572906494
1306,Rare genetic tumor,0.05936843156814575
1307,panuveitis,0.059344351291656494
1308,ventricular septal defect (disease),0.058970093727111816
1309,Mitochondrial myopathy and sideroblastic anemia,0.05894780158996582
1310,hyperprolactinemia,0.05875256657600403
1311,Genetic hyperaldosteronism,0.058706820011138916
1312,Autosomal recessive limb-girdle muscular dystrophy,0.058490902185440063
1313,photosensitivity disease,0.05837395787239075
1314,coloboma,0.058288127183914185
1315,dendritic cell tumor,0.05828085541725159
1316,connective and soft tissue neoplasm,0.05818399786949158
1317,diabetic eye disease,0.05817654728889465
1318,cardiac hypertrophy,0.05817347764968872
1319,albuminuria,0.0581420361995697
1320,lymphatic system disease,0.05813860893249512
1321,P wave duration,0.0580478310585022
1322,Osteogenesis imperfecta type 4,0.05800601840019226
1323,Nemaline myopathy,0.05796098709106445
1324,ventricular fibrillation,0.057916462421417236
1325,kidney Wilms tumor,0.057912737131118774
1326,abnormality of the musculature,0.057861775159835815
1327,fallopian tube cancer,0.0578557550907135
1328,xanthomatosis (disease),0.05784827470779419
1329,Early-onset X-linked optic atrophy,0.05784747004508972
1330,Hematological disorder with renal involvement,0.05783325433731079
1331,family history of Alzheimer’s disease,0.057725757360458374
1332,Epidermolytic ichthyosis,0.057714641094207764
1333,Qualitative or quantitative defects of sarcoglycan,0.057670801877975464
1334,estrogen-receptor negative breast cancer,0.05764743685722351
1335,embryonal neoplasm,0.057624995708465576
1336,Multiple Organ Failure,0.057596057653427124
1337,laryngeal squamous cell carcinoma,0.057595282793045044
1338,Beta-thalassemia,0.05750897526741028
1339,Rare intellectual disability without developmental anomaly,0.05749675631523132
1340,muscular disease,0.057416826486587524
1341,myofascial pain syndrome,0.05740922689437866
1342,atrophic macular degeneration,0.057404905557632446
1343,sepsis,0.05732795596122742
1344,unclassified cardiomyopathy,0.05732613801956177
1345,Ataxia - tapetoretinal degeneration,0.057188451290130615
1346,omega-6 polyunsaturated fatty acid measurement,0.05717870593070984
1347,Spasticity,0.057146042585372925
1348,Chronic diarrhea due to guanylate cyclase 2C overactivity,0.05702170729637146
1349,respiratory system cancer,0.05700576305389404
1350,quantitative and/or qualitative congenital phagocyte defect,0.056803375482559204
1351,Myasthenia gravis,0.05673977732658386
1352,Erythrokeratoderma variabilis progressiva,0.05663639307022095
1353,electroclinical syndrome,0.05660560727119446
1354,Autosomal dominant optic atrophy and cataract,0.05655178427696228
1355,X-linked disease,0.05646798014640808
1356,stomach neoplasm,0.056461870670318604
1357,teratoma,0.05643719434738159
1358,partial thromboplastin time,0.05640801787376404
1359,Genito-palato-cardiac syndrome,0.05636322498321533
1360,idiopathic scoliosis,0.0563446581363678
1361,retinitis,0.056318581104278564
1362,optic atrophy,0.05624711513519287
1363,renal tubule disease,0.056221187114715576
1364,alcohol drinking,0.056190431118011475
1365,substance dependence,0.05617797374725342
1366,Rare constitutional anemia,0.056160956621170044
1367,ovarian serous carcinoma,0.05611726641654968
1368,disease of peritoneum,0.05602174997329712
1369,osteitis deformans,0.05600801110267639
1370,systolic blood pressure,0.055788666009902954
1371,Autosomal recessive limb-girdle muscular dystrophy type 2L,0.0555855929851532
1372,vital signs,0.05552506446838379
1373,Rare disorder with hypogonadotropic hypogonadism,0.055479228496551514
1374,connective tissue neoplasm,0.055270105600357056
1375,sebaceous adenocarcinoma,0.05518901348114014
1376,Maternally-inherited Leigh syndrome,0.055144548416137695
1377,hamartoma,0.05514192581176758
1378,iron metabolism disease,0.05512753129005432
1379,Wolff-Parkinson-White Syndrome,0.05510452389717102
1380,Rare constitutional hemolytic anemia,0.05509078502655029
1381,alcohol dependence,0.055073946714401245
1382,Keratinopathic ichthyosis,0.054921627044677734
1383,Multiminicore myopathy,0.05491495132446289
1384,neurodegenerative disease,0.054899394512176514
1385,testicular neoplasm,0.054703593254089355
1386,Adenosquamous Carcinoma,0.054702818393707275
1387,insomnia measurement,0.054700225591659546
1388,Buschke-Ollendorff syndrome,0.05462837219238281
1389,Isolated focal cortical dysplasia type II,0.05458587408065796
1390,"Muscular dystrophy, Selcen type",0.054571330547332764
1391,Autosomal dominant spastic paraplegia type 3,0.05454510450363159
1392,swine influenza,0.0545327365398407
1393,Polymicrogyria,0.05453133583068848
1394,Achondrogenesis,0.05451565980911255
1395,skin appendage carcinoma,0.05432760715484619
1396,erythrocyte indices,0.05428534746170044
1397,physical activity measurement,0.054280877113342285
1398,erythrocyte measurement,0.054225265979766846
1399,Pyruvate dehydrogenase deficiency,0.05417284369468689
1400,Late-onset retinal degeneration,0.0541689395904541
1401,seborrheic keratosis,0.054064035415649414
1402,Hyper-IgM syndrome with susceptibility to opportunistic infections,0.05402597784996033
1403,Mesial temporal lobe epilepsy with hippocampal sclerosis,0.05400043725967407
1404,Alveolar proteinosis,0.053997963666915894
1405,malignant tumor of neck,0.053932011127471924
1406,"Genetic 46,XX disorder of sex development",0.05393102765083313
1407,Adenomyosis,0.05392485857009888
1408,Familial short QT syndrome,0.05388948321342468
1409,hearing disorder,0.053870707750320435
1410,"Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",0.053812623023986816
1411,"Congenital muscular dystrophy, Ullrich type",0.05377820134162903
1412,nephrolithiasis,0.05369123816490173
1413,Von Hippel-Lindau disease,0.05366954207420349
1414,Primary familial polycythemia,0.05348697304725647
1415,abnormality of the lung,0.05347752571105957
1416,retinal ciliopathy,0.05337861180305481
1417,Cholesterol-ester transfer protein deficiency,0.0533413290977478
1418,mood disorder,0.053167372941970825
1419,Neonatal severe primary hyperparathyroidism,0.05315980315208435
1420,hyperparathyroidism,0.05305558443069458
1421,mean corpuscular hemoglobin concentration,0.052840352058410645
1422,Herpesviridae infectious disease,0.05277204513549805
1423,BMI-adjusted waist-hip ratio,0.052725762128829956
1424,steroid inherited metabolic disorder,0.052673518657684326
1425,anti-anoctamin 2 antibody measurement,0.052664369344711304
1426,Immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,0.05265370011329651
1427,behavior,0.05256113409996033
1428,internal carotid artery stenosis,0.052520930767059326
1429,Thyrotoxic periodic paralysis,0.05248671770095825
1430,fasting blood glucose measurement,0.05248540639877319
1431,chronic myelomonocytic leukemia,0.05236285924911499
1432,"hypercholesterolemia, familial, 1",0.052360475063323975
1433,carcinoma of liver and intrahepatic biliary tract,0.05229640007019043
1434,linolenic acid measurement,0.05227217078208923
1435,thymic epithelial neoplasm,0.05217134952545166
1436,"Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form",0.05216395854949951
1437,ameloblastoma,0.052122920751571655
1438,sphingomyelin measurement,0.052071064710617065
1439,Rare genetic endocrine disease,0.05205005407333374
1440,skin disease,0.05203735828399658
1441,Intellectual disability-seizures-hypotonia-ophthalmologic-skeletal anomalies syndrome,0.0520080029964447
1442,panic disorder,0.05196574330329895
1443,sialidosis type I,0.05191287398338318
1444,substance withdrawal syndrome,0.051904112100601196
1445,"injury, poisoning or other complication",0.05177304148674011
1446,fetal growth restriction,0.051617980003356934
1447,Bilateral polymicrogyria,0.05161154270172119
1448,childhood electroclinical syndrome,0.05159735679626465
1449,gallstones,0.05154046416282654
1450,Arthrogryposis due to muscular dystrophy,0.051496267318725586
1451,Aortic dissection,0.05144050717353821
1452,Rare genetic hematologic disease,0.05131623148918152
1453,uterine neoplasm,0.051295340061187744
1454,Cryopyrin-associated periodic syndrome,0.05128774046897888
1455,Familial partial lipodystrophy associated with PLIN1 mutations,0.05109208822250366
1456,corneal neovascularization,0.051048845052719116
1457,mean corpuscular hemoglobin,0.0509699285030365
1458,lower urinary tract symptom,0.050939083099365234
1459,Familial sick sinus syndrome,0.0508725643157959
1460,Severe combined immunodeficiency due to DNA-PKcs deficiency,0.05086797475814819
1461,self reported educational attainment,0.05073627829551697
1462,autoimmune disease of central nervous system,0.05063915252685547
1463,Young adult-onset Parkinsonism,0.050544142723083496
1464,Non-acquired pituitary hormone deficiency,0.050543397665023804
1465,Rare hemorrhagic disorder due to a constitutional coagulation factors defect,0.05049273371696472
1466,chronotype measurement,0.05047959089279175
1467,abnormality of the integument,0.05044800043106079
1468,Spinocerebellar ataxia type 37,0.050421297550201416
1469,Atrophic Vaginitis,0.05039846897125244
1470,Leukoencephalopathy with brain stem and spinal cord involvement - high lactate,0.05039447546005249
1471,red blood cell distribution width,0.050343841314315796
1472,Disorder of energy metabolism,0.050227731466293335
1473,grip strength measurement,0.05009180307388306
1474,Corticobasal degeneration,0.04998859763145447
1475,cardiovascular measurement,0.04992374777793884
1476,"Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form",0.0498826801776886
1477,Dysequilibrium syndrome,0.04987713694572449
1478,breast intraductal proliferative lesion,0.0498502254486084
1479,Hereditary periodic fever syndrome,0.049807339906692505
1480,"Familial partial lipodystrophy, Dunnigan type",0.04976743459701538
1481,benign neoplasm,0.04961159825325012
1482,KRT14-related epidermolysis bullosa simplex,0.049588143825531006
1483,brain inflammatory disease,0.04951450228691101
1484,osteoporosis,0.0494842529296875
1485,Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency,0.04945141077041626
1486,polyendocrinopathy,0.04939240217208862
1487,Cushing syndrome,0.049392133951187134
1488,Erythrokeratodermia variabilis,0.049360573291778564
1489,uterine prolapse,0.04933285713195801
1490,Neurofibromatosis type 1,0.04931887984275818
1491,aggressive B-cell non-Hodgkin lymphoma,0.049306720495224
1492,Autosomal recessive distal renal tubular acidosis,0.04924014210700989
1493,abnormality of the skeletal system,0.04918751120567322
1494,protozoa infectious disease,0.04915839433670044
1495,Thyroid Gland Undifferentiated (Anaplastic) Carcinoma,0.049094945192337036
1496,pancreatic neoplasm,0.04904496669769287
1497,Abnormality of ion homeostasis,0.048998862504959106
1498,Glucose intolerance,0.04889422655105591
1499,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",0.048785120248794556
1500,hypotrichosis,0.04862689971923828
1501,"Lymphoma, AIDS-Related",0.04861900210380554
1502,sexual disorder,0.04850044846534729
1503,male reproductive system neoplasm,0.04841643571853638
1504,blood pressure,0.04840967059135437
1505,Histiocytic and Dendritic Cell Neoplasm,0.048373669385910034
1506,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency,0.048371702432632446
1507,Cough,0.048328787088394165
1508,MHC class I polypeptide-related sequence B measurement,0.04831498861312866
1509,Pelizaeus-Merzbacher-like disease due to AIMP1 mutation,0.04825034737586975
1510,Genetic skeletal muscle disease,0.04823997616767883
1511,Usher syndrome,0.0482344925403595
1512,penile neoplasm,0.048230528831481934
1513,Malignant Mixed Neoplasm,0.04810860753059387
1514,Turner syndrome,0.04805874824523926
1515,Familial ovarian cancer,0.0480574369430542
1516,genetic cardiac malformation,0.0480174720287323
1517,WHIM syndrome,0.04797360301017761
1518,phospholipid measurement,0.047955721616744995
1519,ischemia reperfusion injury,0.047951072454452515
1520,urinary system neoplasm,0.047846823930740356
1521,gliosarcoma,0.04774239659309387
1522,Pyridoxal phosphate-responsive seizures,0.0476912260055542
1523,Congenital muscular dystrophy due to LMNA mutation,0.047690778970718384
1524,Brugada syndrome,0.04766485095024109
1525,neuroepithelial neoplasm,0.04751512408256531
1526,coronary artery calcification,0.04747691750526428
1527,neuroticism measurement,0.04744136333465576
1528,idiopathic dilated cardiomyopathy,0.04743751883506775
1529,myomatous neoplasm,0.047409892082214355
1530,laryngeal neoplasm,0.04740971326828003
1531,CINCA syndrome,0.04735612869262695
1532,lobular breast carcinoma,0.047332197427749634
1533,Sinoatrial node dysfunction and deafness,0.04727897047996521
1534,intracerebral hemorrhage,0.047053635120391846
1535,cholesteatoma of middle ear,0.0469965934753418
1536,Vitamin B12-unresponsive methylmalonic acidemia,0.04695624113082886
1537,classic Hodgkin lymphoma,0.046843022108078
1538,Autosomal dominant progressive external ophthalmoplegia,0.04683321714401245
1539,Familial hypospadias,0.04677596688270569
1540,anterior uveitis,0.04670292139053345
1541,eosinophil count,0.0466802716255188
1542,adult acute lymphoblastic leukemia,0.046639591455459595
1543,IgG index,0.04663720726966858
1544,Hyperlipoproteinemia type 3,0.046606868505477905
1545,heel bone mineral density,0.046562761068344116
1546,prostate specific antigen measurement,0.046562016010284424
1547,Familial primary hypomagnesemia with normocalciuria and normocalcemia,0.04652440547943115
1548,triple-negative breast cancer,0.04646110534667969
1549,hemiplegia,0.04643532633781433
1550,Congenital stationary night blindness,0.0464344322681427
1551,smoking cessation,0.04641580581665039
1552,Usher syndrome type 1,0.04639121890068054
1553,coagulation factor measurement,0.04633113741874695
1554,inflammatory abnormality of the skin,0.04631343483924866
1555,sexual dysfunction,0.04630729556083679
1556,Leydig cell hypoplasia due to complete LH resistance,0.04629594087600708
1557,"Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",0.04616793990135193
1558,Niemann-Pick disease,0.04614540934562683
1559,Moyamoya disease,0.04608726501464844
1560,lower respiratory tract disease,0.046065300703048706
1561,male reproductive system disease,0.04605013132095337
1562,pemphigus,0.046034812927246094
1563,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",0.04596209526062012
1564,Albright hereditary osteodystrophy,0.04591876268386841
1565,"Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",0.04584726691246033
1566,Bonnemann-Meinecke-Reich syndrome,0.045825302600860596
1567,brain ischemia,0.045660197734832764
1568,Genetic renal tumor,0.04564496874809265
1569,kidney neoplasm,0.04562947154045105
1570,Methicillin-Resistant Staphylococcus Aureus Infection,0.045618265867233276
